source_language,target_language,source,reference,doc_id,client_id,sender
en,fr,6,6,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,"Click ""Save”",Cliquez sur « Enregistrer. »,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,is it possible?,Est-il possible ?,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,"J'essaie, je ne me souviens plus de mon mot de passe.","I tried, but I don't remember my password.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,J'attends le mail de confirmation pour le changer et il n'arrive pas...,"I'm waiting for the confirmation email to change it, but it's not coming...",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
en,fr,Your account is provided by #PRS_ORG#,Votre compte est fourni par #PRS_ORG#,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,in this case if you need to reset the password you must reset it directly from #PRS_ORG#,"Dans ce cas, si vous devez réinitialiser le mot de passe, vous devez le réinitialiser directement depuis #PRS_ORG#.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,Ok,Ok.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,"Bon, j'ai fait les 3 premiers étapes.","Well, I did the first three steps.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,La 4e je ne trouve pas,I can't find the fourth.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,Ok j'ai trouvé,"Ok, I found it.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,Ok c'est fait.,"Ok, it's done.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,J'ai fait enregistrer.,I registered.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,C'est tout?,Is that all?,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
en,fr,Were you able to renew your subscription?,Avez-vous pu renouveler votre abonnement ?,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,J'ai mis a jour informations de paiement.,I updated the payment information.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,Sa me dit que je n'ai pas d'abonnement..,It's saying I don't have a subscription..,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,Mais tout semble fonctionner,But everything seems to be working.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
en,fr,"yes, your subscription seems to work","Oui, votre abonnement semble fonctionner.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,Yessss renouvelle mon vip,"Yes, renews my VIP.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,Parfaitttt,Perfect.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
en,fr,"For your information, I will be sending you a transcript of our conversation.","Pour vos informations, je vous enverrai une transcription de notre conversation.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,"Should you have any further questions or concerns, you can always reply back to that email and we will be able to assist you further.","Si vous avez d'autres questions ou préoccupations, vous pouvez toujours répondre à cet e-mail et nous serons en mesure de vous aider davantage.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,Is there anything else I can help you with?,Y a-t-il autre chose que je puisse faire pour vous aider ?,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,"Hey, merci énormément de ta patience et merci aussi pour ton excellent service à presque 1h du matin...",Thank you very much for your patience and for your excellent service at almost 1 am...,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
fr,en,"Tout est merveilleux comme ça, je te souhaite une belle soirée et un bon temps des fêtes !!",Everything is wonderful. I wish you a nice evening and a good holiday season!!,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,customer
en,fr,Alright,Bien.,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.",en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,I hope you have an excellent day #NAME#,J'espère que vous passez une excellente journée #NAME#,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
en,fr,have good holidays,Bonne vacances !,en_fr_#CLIENT-02#_default020-12-27-73,#CLIENT-02#,agent
fr,en,pour ouvrir  un livre j'ai ce message :,To open a book I get this message:,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,ma liseuse n'est pas autorisée à ouvrir ce livre.,My reader is not allowed to open this book.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,je n'ai pas de date en mémoire,I can't remember a date.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,"Thank you for the information provided, I hope you are doing fine.","Merci pour les informations fournies, j'espère que vous allez bien.",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Please let me verify your #PRS_ORG# account.,Veuillez me laisser vérifier votre compte #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,I will be happy to assist you.,Je serai ravi de vous aider.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Please give me a moment.,Veuillez m'accorder un moment.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,l'héritage  de #NAME# /,The legacy of #NAME# /,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,De #NAME#,By #NAME#,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,tome 3,Volume 3,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,Ok.,D'accord.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Thanks,Merci.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,la faute des autres #PRS_ORG#,The fault of others #PRS_ORG#,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,#NAME#,#NAME#,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,"Thank you for holding, I'm sorry you have issues downloading the ebook.","Merci d'avoir patienté, je suis désolé que vous rencontriez des problèmes pour télécharger l'eBook.",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Was the ebook purchased from #PRS_ORG#?,L'eBook a-t-il été acheté chez #PRS_ORG# ?,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,je télécharge sur ma liseuse.,I downloaded it on my reader.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,"c'est lorsque je l'ouvre , une fenetre s'ouvre et c,est écrit:","When I open it, a window pops up, saying:",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,I understand that but was  the ebook  purchased from #PRS_ORG# or somewhere else?,"Je comprends cela, mais l'eBook a-t-il été acheté chez #PRS_ORG# ou autre part ?",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,ce livre est protégé par #PRS_ORG# (#PRS_ORG#).,This book is protected by #PRS_ORG# (#PRS_ORG#).,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,Vous devez autoriser votre liseuse à nouveau avec,You need to authorize your reader again with,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,#PRS_ORG# (#PRS_ORG#).,#PRS_ORG# (#PRS_ORG#).,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,je l'ai acheté par internet,I bought it online.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,So the ebook is not purchased from #PRS_ORG#.,"Donc, l'eBook n'est pas acheté chez #PRS_ORG#.",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,oui #PRS_ORG# internet,"Yes, #PRS_ORG# internet",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,Please try to de-authorize the computer and the  eReader from #PRS_ORG#.,Veuillez essayer de désautoriser l'ordinateur et la liseuse de #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,"excuse ,moi.",Excuse me.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,"le eBook n'est pas acheté, il est emprunté a la #PRS_ORG#","The eBook was not purchased, it was borrowed from the #PRS_ORG#",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,est-il possible de communiquer par téléphone?,Is it possible to talk over the telephone?,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,I'm sorry at the moment our phone support is temporary unavailable but I will be happy to help you on the chat or email support.,Je suis désolé qu'en ce moment notre support téléphonique soit temporairement indisponible mais je serai heureux de vous aider sur le chat ou le support par e-mail.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Please try to de-authorize the computer and the eReader from #PRS_ORG#.,Veuillez essayer de désautoriser l'ordinateur et la liseuse de #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Open #PRS_ORG#.,Ouvrez #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Delete the file from #PRS_ORG# as well as from #PRS_ORG# (under My Documents),Supprimez le fichier de #PRS_ORG# ainsi que de #PRS_ORG# (sous Mes documents),en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Make sure that the date and time on your eReader is correct.,Assurez-vous que la date et l'heure de votre liseuse sont correctes.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,De-authorize your computer:,Annuler l'autorisation de votre ordinateur :,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,a.,a.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Press CTRL+SHIFT+D all at the same time.,Appuyez sur CTRL + MAJ + D tout en même temps.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,"(If you're on a Mac, press Command+Shift+D).","(Si vous êtes sur un Mac, appuyez sur Commande + Maj + D).",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,b.,b.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Enter your #PRS_ORG# password.,Entrez votre mot de passe #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,c. Click Continue.,c. Cliquez sur Continuer.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,d. Click Erase Authorization.,ré. Cliquez sur Effacer l'autorisation.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,De-authorize your eReader:,Annuler l'autorisation de votre liseuse :,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,a. Plug in your #PRS_ORG#.,a. Branchez votre liseuse #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,b.,b.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Tap Connect on your eReader,Appuyez sur Connecter votre liseuse,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,c. Right-click on #PRS_ORG# eReader on the left under Devices.,c. Cliquez avec le bouton droit sur la liseuse #PRS_ORG# à gauche sous Appareils.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,d. Click Erase Device Authorization.,ré. Cliquez sur Effacer l'autorisation de périphérique.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,e. Click Erase Authorization.,e. Cliquez sur Effacer l'autorisation.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,6,6,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Close #PRS_ORG#.,Fermez #PRS_ORG#.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Unplug your eReader.,Débranchez votre liseuse.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,je ne suis plus capable d'ouvrir les livres que je,I am no longer able to open the books that I,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,Please read and follow the instructions I just gave it to you.,Veuillez lire et suivre les instructions que je viens de vous donner.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,je ne suis pas experte en ordinateur.,I am not a computer expert.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,Don't worry just follow the steps because this is must be done on the computer,"Ne vous inquiétez pas, suivez simplement les étapes car cela doit être fait sur l'ordinateur.",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,je ne comprends pas tres bien.,I don't really understand this.,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
fr,en,en plus je dois vous abandonner pour travailler sur une autre fenetre,"Also, I have to go so that I can work on another window",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,customer
en,fr,Hello are you still with me?,"Bonjour, êtes-vous toujours avec moi ?",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,Were you able to try?,Avez-vous pu essayer ?,en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,"Due to no response, and for quality purposes, I have to release this chat, please feel free to contact us for any inquiry or question, We will be more than glad to provide you assistance with it.","En raison de l'absence de réponse, et à des fins de qualité, je dois terminer ce chat, n'hésitez pas à nous contacter pour toute demande ou question, nous serons ravis de vous fournir une assistance.",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
en,fr,"Have a wonderful day, Goodbye!","Bonne journée, au revoir !",en_fr_#CLIENT-02#_default021-01-03-24,#CLIENT-02#,agent
fr,en,"Bonjour,","Hello,",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Mon dictionnaire englais/français ne fonctionne pas,My English/French dictionary doesn't work,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,J'ai récupéré un élément gratuit aujourd'hui,I recovered a free item today,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,TormenTor mine,TormenTor mine,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Thank you for the information.,Merci pour ces informations.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,I will be more than happy to assist you.,Je serai ravi de vous aider.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,On which device are you having this problem?,Sur quel appareil rencontrez-vous ce problème ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,#PRS_ORG#,#PRS_ORG#,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Is this problem recent?,Ce problème est-il récent ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Or have you had this problem before?,Ou avez-vous déjà eu ce problème auparavant ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,"Je viens de démarrer la #PRS_ORG#, le dictionnaire na par conséquent jamais fonctionné","I just started the #PRS_ORG#, so the dictionary has never worked",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,#NAME# ?,#NAME#?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Thank you.,Merci.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,I was just checking your account,Je vérifiais simplement votre compte.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Do you get any error message when you try to use it?,Recevez-vous un message d'erreur lorsque vous essayez de l'utiliser ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,"non il me dit simplement qu'il n'y a ""Aucune définition","No, it just tells me that there are ""No settings""",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Ok. Is your device properly connected to wifi?,D'accord. Votre appareil est-il correctement connecté au wifi ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,oui*,Yes*,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Ok, please follow these steps in your device:","D'accord, veuillez suivre ces étapes sur votre appareil :",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,1,1,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Go to your Home screen.,Allez sur votre écran d'accueil.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,2,2,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Tap on settings,Appuyez sur « Paramètres ».,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,3,3,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Tap on device information,Appuyez sur « Informations de l'appareil ».,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,4,4,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Tap on repair or restore,Appuyez sur « Réparer ou restaurer ».,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,5,5,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Tap on repair now,Appuyez sur « Réparer maintenant ».,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,c'est en cours,It's doing it now.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Réparation terminée je vais retester,"Repair completed, I will test again",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Thanks!,Merci.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,ça ne marche toujours pas,It still doesn't work,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,On which book are you trying?,Sur quel livre essayez-vous ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,Une maj nous est proposée,A maj is proposed to us,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Tormentor mine,Tormentor mine,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Is it possible for you to try with other book from #PRS_ORG#?,Est-il possible pour vous d'essayer avec un autre livre de #PRS_ORG# ?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,Quel livre ?,Which book?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,vous avez un lien particulier ?,Do you have a particular link?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,NB : Ce livree fonctionne sur une autre #PRS_ORG#,Note: This book works on another #PRS_ORG#,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Le dictionnaire fonctionne sur ce livre je veux dire*,The dictionary works on this book I mean *,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Ok, I will add a free book to your  account so you can test it, one moment please","D'accord, je vais ajouter un livre gratuit à votre compte afin que vous puissiez le tester, un instant s'il vous plaît.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,très bien emerci,"Ok, thanks.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Done, please sync your device and you'll fine the book.","C'est fait, veuillez synchroniser votre appareil et vous trouverez le livre.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,Please test the dictionary in it,Veuillez tester le dictionnaire qu'il contient.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,C'est en cours,It's doing it now.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Le livre est en français..,The book is in French..,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Le dictionnaire Français fonctionne.,The French dictionary works.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,C'est le dictionnaire Anglais/Francais ou juste anglais qui ne fonctionne pas,Is it the English/French or just the English dictionary that does not work?,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,"Si on prend un mot comme ""Voyager"" qui existe en anglais et en français, la traduction fonctionne","If you take a word like ""Voyager"" that exists in English and French, the translation works",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Maintenant sur l'autre bouqin celà fonctionne,Now it works on the other book,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Ok, I'll add a book in english so you can test it, one moment please","D'accord, je vais ajouter un livre en anglais afin que vous puissiez le tester, un instant s'il vous plaît.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,ok,Ok,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Done, please sync your device again and test the added book","C'est fait, veuillez synchroniser à nouveau votre appareil et tester le livre ajouté.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,c'est en cours,It's doing it now.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,"Thanks, please take your time","Merci, prenez votre temps s'il vous plaît.",en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,ça fonctionne,It works,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Merci pour votre aide,Thanks for your help.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
fr,en,Bonne journée,Have a nice day,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,customer
en,fr,Thank you!,Je vous remercie.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
en,fr,have a nice day too!,Bonne journée à vous aussi.,en_fr_#CLIENT-02#_default021-01-03-53,#CLIENT-02#,agent
fr,en,J'ai acheté sur #PRS_ORG# un ebook le 09/01/#NUMBER#.,I bought an ebook from #PRS_ORG# on 09/01/#NUMBER#.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,Il a bien été transféré dans mon panier #PRS_ORG#.,It was transferred to my #PRS_ORG# cart.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,Je n'arrive pas à le télécharger pour le lire sur ma liseuse #PRS_ORG#.,I can't download it so that I can read it on my #PRS_ORG# reader.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,LIvre ebook Impact de #NAME# acheté aux environs du 9/01,"Ebook: Impact by #NAME#, purchased around 9/01",en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,Thank you for the information.,Merci pour ces informations.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,I will be more than happy to assist you.,Je serai plus que ravi de vous aider.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Please let me open the account,Permettez-moi d'ouvrir le compte.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
fr,en,ok,Ok.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,D you have another email address?,Avez-vous une autre adresse e-mail ?,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
fr,en,oui :  #EMAIL#,Yes: #EMAIL#,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,Thank you let me check it,Merci laissez-moi vérifier.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Another email?,Un autre e-mail ?,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Do you have the receipt number?,Avez-vous le numéro de reçu ?,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
fr,en,pas d'autre email.,No other email.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,Je cherche le numéro de reçu,I'm looking for the receipt number.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,Take your time,Prenez votre temps.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
fr,en,Commande #PRS_ORG#  #ALPHANUMERIC_ID#,Order #PRS_ORG# #ALPHANUMERIC_ID#,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,Thank you,Je vous remercie.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Which device are you using?,Quel appareil utilisez-vous ?,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,"Ereader, android app, #PRS_ORG# app?","Liseuse, application Android, application #PRS_ORG# ?",en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
fr,en,liseuse #PRS_ORG#,#PRS_ORG# reader,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
fr,en,#PRS_ORG#,#PRS_ORG#,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,customer
en,fr,Thank you,Je vous remercie.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Please follow the next process,Veuillez suivre la procédure suivante.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,"To perform a sync repair on your eReader, please follow the steps indicated below:","Pour effectuer une réparation de synchronisation sur votre liseuse, veuillez suivre les étapes indiquées ci-dessous :",en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,1,1,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Go to your Home screen.,Allez sur votre écran d'accueil.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,2,2,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Tap the More icon at the bottom of the screen.,Appuyez sur l'icône Plus au bas de l'écran.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,3,3,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,Tap Settings.,Appuyez sur Paramètres.,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
en,fr,4,4,en_fr_#CLIENT-02#_default021-01-10-13,#CLIENT-02#,agent
