source_language,target_language,source,reference,doc_id,client_id,sender,lp
pt-br,en,quero que voces exclui minha conta,I want you to delete my account,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Just to confirm you want to delete your PRS-ORG account because it has been sanctioned?,"Só para confirmar, você deseja excluir sua Conta PRS-ORG porque ela foi banida?",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Sim,Yes.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Excluir tudo,Delete it all,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,quero usar esse email novamente amigo,"I want to use this email again, friend",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,EMAIL,EMAIL,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,I will certainly check what's the best option to help you in this case.,Certamente irei verificar qual é a melhor opção para ajudá-lo neste caso.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,a conta ja foi desativada e voces ficam com o email retido,the account has already been deactivated and you have the email withhold,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thank you for sharing the email address.,Obrigado por compartilhar o endereço de e-mail.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"I would be more than happy to help you, however we are unable to fully delete accounts with active Terms of Service enforcement actions.","Terei todo o prazer em ajudar, no entanto, não podemos excluir totalmente contas com ações ativas no Termos de Serviço.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,We need to maintain some information about your account so that we can continue to enforce the action.,Precisamos manter algumas informações sobre sua conta para que possamos continuar a executar a ação.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I can rather change email address.,Posso sugerir que altere o endereço de e-mail.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Minha conta PRS-ORG é deste email, nao consigo jogar PRS-ORG nela porque voces estao retendo meu email","My PRS-ORG account is from this email, I can't play PRS-ORG on it because you are blocking my email",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,alterar como??,change it how?,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Use some other email address on this account and then free the current email address.,"Use algum outro endereço de e-mail nesta conta e, em seguida, libere o endereço de e-mail atual.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"You can tell me a new email, I will update on this account and this email EMAIL will be free.","Você pode me informar um novo e-mail, atualizarei esta conta e este e-mail EMAIL será gratuito.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"It seems that you're away from keyboard, please do let me know if we're still connected.","Parece que você está longe do teclado, por favor me avise se ainda estivermos conectados.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Since I didn’t get a response from you, I had to end our chat today.","Como não recebi nenhuma resposta sua, tive que encerrar nosso bate-papo hoje.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"If you still need help, reach back out to us on URL.","Se você ainda precisar de ajuda, entre em contato conosco pelo URL.",639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thanks For Contacting PRS-ORG Help.,Obrigado por entrar em contato com a Ajuda PRS-ORG.,639905e922ea3cc734ae80f5,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-F.","Thank you for contacting PRS-ORG Help, my name is NAME-F.",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, could you please tell me your name?",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Hello NAME-M!,"Olá, NAME-M.",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Nice to meet you hope you're doing good today.,"Prazer em conhecê-lo, espero que você esteja bem hoje.",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How may I help you today?,Como posso ajudá-lo hoje?,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Então NAME-F, boa tarde!","NAME-F, good afternoon!",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Eu tô com um problema de disconects, ou dc como é melhor conhecido, em minha conta","I have a problem with disconnects, or dc as it is better known, on my account",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Não é minha internet, porque eu nunca sou desconectado do servidor da PRS-ORG, somente das partidas","It's not my internet, because I never get disconnected from the PRS-ORG server, only from matches",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Can you please elaborate on the issue so that I may work on finding the best possible solution for you.,Você poderia explicar o problema para que eu possa trabalhar para encontrar a melhor solução possível?,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Alright!,Tudo bem!,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"As I understood that you are facing the issue with facing disconnection in the matches from the PRS-ORG servers, right?","Pelo que entendi, você está enfrentando problema de desconexão nas partidas dos servidores PRS-ORG, certo?",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"E isso está me prejudicando muito, principalmente nas PRS-ORG's, até porque é muito importante não perder partidas bobas pra tentar um rank mais alto, agora tomando esse tipo de desconexões toda semana como que eu faço?","And this is hurting me a lot as these disconnections are happening every week , especially in PRS-ORG's. It is very important not to lose silly matches so I can reach higher rank, So, what can I do?",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Isso, estou enfrendo problema de desconexão","Yes, I am facing disconnection problem",6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Enfrentando**,Facing**,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Don't worry!,Não se preocupe!,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I will certainly look into it and try to provide the best possible resolution for your issue with facing disconnection in the matches from the PRS-ORG servers.,Certamente irei analisar isso e tentar fornecer a melhor resolução possível para o seu problema de desconexão nas partidas dos servidores PRS-ORG.,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,May I ask how long you have been facing this issue?,Posso perguntar há quanto tempo você enfrenta esse problema?,6478bf72e75c952c0acb8b84,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.","Thank you for contacting PRS-ORG Help, my name is NAME-M.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, could you please tell me your name?",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Boa tarde, tudo bem!!","Good afternoon, how are you?",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Então, parece que hoje ouve uma atualização no jogo, certo?!","So, it looks like there's an update to the game today, right?!",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Hello there, nice to meet you and I hope you are doing good!","Olá, prazer em conhecê-lo e espero que você esteja bem!",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How may I assist you?,Como posso ajudá-lo?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I am fine thanks for asking .,"Estou bem, obrigado por perguntar.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Tenho um PRS-ORG digital,I have a digital PRS-ORG,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"O jogo atualizou normalmente, porém, quando iniciei, o jogo dava erro","The game updated normally. However, the game gives an error when I start it",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Já desistalei, e reinstalei",I have already uninstalled and reinstalled it,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Yes there is a update and many of the players are facing the issue because of it.,"Sim, há uma nova atualização e muitos dos jogadores estão enfrentando problemas por causa disso.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Even me.,Até eu.,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,So basically you are not able to play PRS-ORG after you have updated the game.,"Portanto, basicamente você não consegue jogar PRS-ORG depois de atualizar o jogo.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Am i correct?,Estou correto?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Porém continua persistindo no erro,But the error continues,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Não consigo jogar, sempre aparece mensagem de erro","I can't play, I keep getting an error message",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Eu tenho a foto,I have a picture,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"No worries, I will certainly look into this and do my best to help you with launching the game.","Não se preocupe, com certeza analisarei isso e farei o possível para ajudá-lo a iniciar o jogo.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Would you mind If i hold this chat for 4 minutes in order to get checked with my team?,Você se importaria se eu colocar este bate-papo em espera  por 4 minutos para que eu possa verificar com a minha equipe?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Pode manter,You can do it,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Fico no aguardo,I'll wait.,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Eu até pensei em restaurar meu PRS-ORG, mas tenho outro jogo aqui, e ele está tudo ok","I even thought about resetting my PRS-ORG, but I have another game here and it is playing normally",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Thank you for reaching out to support for reporting this issue, I would like to inform you that this is an known issue and is faced by a lot of players right now.",Obrigado por entrar em contato com o suporte para relatar esse problema. Gostaria de informar que esse é um problema conhecido e enfrentado por muitos jogadores no momento.,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,This is happening after the update was released today and this issue is especially prominent on PRS-ORG.,Isso está acontecendo depois que a última atualização foi lançada e esse problema é proeminente especialmente no PRS-ORG.,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I request you to please wait for some time as the team is working as we speak to get this issue fixed as soon as possible.,"Solicito que você aguarde algum tempo, pois a equipe está trabalhando para corrigir esse problema o mais rápido possível.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Só o PRS-ORG mesmo depois dessa atualização deu erro, e o mesmo não entra","Only PRS-ORG have this error after the last update, and the same does not start",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Vocês acham que conseguem liberar hoje ainda?,Do you think it will be fix today?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Ou dão algum prazo?,Or do you have a deadline?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"It won't take long since it is effecting players to not able to PRS-ORG , we are working on it to get this fixed soon.","Não demorará muito, pois está afetando os jogadores a não conseguirem jogar PRS-ORG, estamos trabalhando nisso para consertá-lo em breve.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,There is no time frame that I can provide you at the moment but I assure you that it will be earliest as possible.,"Não há nenhum prazo que eu possa fornecer no momento, mas garanto que será o mais rápido possível.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"Please stay connected on our PRS-ORG channels , we will update it there when the issue is fixed.","Fique de olho em nossos canais do PRS-ORG, vamos atualizá-lo quando o problema for corrigido.",645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Are we still connected ?,Ainda estamos conectados?,645bf5ea2308e26f8efb2b03,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-N","Thank you for contacting PRS-ORG Help, my name is NAME-N",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, could you please tell me your name?",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Hello NAME-M , nice to meet you and I hope you are doing good!","Olá, NAME-M, prazer em conhecê-lo e espero que você esteja indo bem!",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How may I assist you?,Como posso ajudá-lo?,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Obrigado,Thank you.,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,A minha conta de PRS-ORG foi suspensa do mercado de transferências,My PRS-ORG account has been suspended from the transfer market,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,A conta : ALPHANUMERICID,Account: ALPHANUMERICID,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,It seems you've contacted us regarding a sanction on your PRS-ORG account and can't access transfer market.,Parece que você nos contatou a respeito de uma sanção em sua Conta do PRS-ORG a qual não consegue acessar o Mercado de Transferências.,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Is that correct ?,Está correto?,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,No entanto não estou em nenhum esquema de compra e venda de moedas,"However, I am not in any buying and selling coin scheme",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Correto,Correct,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,That's not good to hear!,Não é bom ouvir isso!,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"No worries, I will certainly look into the options to help you with this device suspension issue.","Não se preocupe, com certeza irei analisar as opções para ajudá-lo com esse problema de suspensão.",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,May I know the e-mail address linked with your PRS-ORG account to locate it here.,Posso saber o endereço de e-mail vinculado à sua Conta PRS-ORG para localizá-lo aqui?,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Claro,Of course,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,EMAIL,EMAIL,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thanks for the email .,Obrigado pelo e-mail.,6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"I have sent a verification email, please check.","Enviei um e-mail de confirmação, por favor, verifique.",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"The email has the subject line ""Verify ownership of your PRS-ORG Account"" and you may have received it in your inbox or spam inbox.","O e-mail tem na linha de assunto ""Verifique a propriedade de sua Conta PRS-ORG"", e você pode ter recebido ele em sua caixa de entrada ou caixa de spam.",6432bb773d1c9b7c3a5b9977,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.","Thanks for contacting PRS-ORG Help, my name is NAME-M.",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","To begin with, can you tell me your name please?",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Meu nome é NAME-M,My name is NAME-M,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Hi, there NAME-M.","Olá, NAME-M,",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Happy to meet you today and I hope you are doing good!,Fico feliz em conhecê-lo e espero que você esteja indo bem!,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please share your today's concern with me.,"Por favor, compartilhe sua questão comigo.",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Eu queria trocar a conta da PRS-ORG que está vinculada a minha conta PRS-ORG,I wanted to change the PRS-ORG account that is linked to my PRS-ORG account,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Could you please clarify your problem?,"Você poderia, por favor, esclarecer seu problema?",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Eu tinha vinculado uma conta da PRS-ORG na minha conta PRS-ORG, mas ela é do meu primo, e eu assinei a PRS-ORG e por isso quero trocar uma conta pela outra","I had linked a PRS-ORG account on my PRS-ORG account, but it was my cousin's, and since I've subscribed to PRS-ORG now, I want to switch it from one account to the other",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Eu quero vincular outra conta prime,I want to link to another prime account,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Só que não eu consigo, pois diz que não posso vincular outra conta","But I am not able to do it, because it says I can't link to another account",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Mas eu nao quero usar as 2, eu só quero botar a prime que eu assinei","But I don't want to use both accounts, I just want to link to my prime account only.",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Eu quero vincular outra conta prime gaming para minha conta PRS-ORG,I want to link another prime gaming account to my PRS-ORG account,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Let me share a link with you.,Deixe-me compartilhar um link com você.,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please accept my sincere apologies for the delay in addressing your concern owing to the high number of chats we are receiving these days.,"Por favor, aceite as minhas sinceras desculpas pelo atraso em responder à sua questão devido ao grande número de bate-papos que estamos recebendo esses dias.",61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,URL,URL,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Let me know once you are done.,Avise-me assim que você terminar.,61edb7052132bc2d00b1b2b1,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.",Thank you for reaching out to PRS-ORG Help. My name is NAME-M.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","Firstly, may I ask for your name, please?",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Hello NAME-M!,"Olá, NAME-M.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Nice to meet you.,Prazer em conhecê-lo!,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Hope you're doing good.,Espero que você esteja bem!,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,How I can help you today?,Como posso ajudar você hoje?,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Eu comprei o PRS-ORG e ele nao carrega.,"I purchased PRS-ORG, but it is not loading.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Fica preso na tela de carregamento do modo historia,Stuck on the loading screen in history mode.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Meu pc cumpre com os requisitos para jogar e eu ja tentei abaixar os graficos ao maximo para tentar carregar,"My PC meets the system requirements for playing, and I have attempted to lower the graphics settings as much as possible to try and get it load.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thank you for sharing your concern with me.,Obrigado por dividir sua preocupação comigo.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,And no worries.,E não se preocupe!,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,I am here to help you with the PRS-ORG launch concern.,Estou aqui para ajudar com a preocupação de lançamento do PRS-ORG.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Let me go ahead and check all the possible solutions for you.,Deixe-me verificar todas as possíveis soluções para você.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Thank you so much for being patient.,Muito obrigado pela sua paciência.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,"So I'm happy to tell you that you have absolutely nothing to worry about, so I just got this confirmed on the back end, and looks like a few other players have reported this issue as well, the studio team is already aware of the issue and is working on a fix as we speak, rest assured this will be fixed soon enough.","Portanto, fico feliz em informar que você não precisa se preocupar com absolutamente nada. Acabei de verificar no back-end, e parece que alguns outros jogadores também relataram o mesmo problema. A equipe do estúdio já está ciente da situação e está trabalhando em uma correção enquanto falamos. Tenho certeza de que isso será resolvido em breve. ",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Então o que resta é esperar ser corrigido?,Is all that's left to do just wait for it to be fixed?,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Yes!,Sim.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,And as for now there's no time frame has been given by the game team but I can tell you in my experience it should resolve sooner.,"Por quanto, a equipe do jogo não forneceu um prazo específico, mas com base na minha experiência, isso deve ser resolvido em breve.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,So the player can enjoy the game before the launch it has been occurred for many other players.,"Portanto, o jogador pode aproveitar o jogo antes do lançamento, já aconteceu com muitos outros jogadores.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,And the game team can understand this priority of the issue.,E a equipe do jogo pode compreender a prioridade desse problema.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Não tem nada que eu posso fazer?,Is there anything I can do?,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Quero jogar o jogo,I want to play the game.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Acontece que no inicio do ano o mesmo jogo estava em promoção e eu comprei e tive exatamente o mesmo problema.,"It turns out that at the beggining of the year, the same game was on sale, and I purchased it, experiencing exactly the same issue.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Reembolsei pois pensei que fosse problema de hardware.,I requested a refund because I believed was a hardware issue.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Terei que esperar mais 1 ano para pode jogar o jogo?,Will I need to wait 1 year to play the game?,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,8 meses se passaram e o problema não foi resolvido,"8 months have gone by, and the issue still hasn't been resolved.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,For we don't have the any workaround regarding this.,Pois não temos nenhuma alternativa em relação a isso.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,But I'll deliver this case to the team for the review.,Vou encaminhar este caso para a equipe de análise.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,é difícil confiar na sua palavra de que em breve estará resolvido,It is hard to trust your assurance that it will be resolved soon.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,This is has been just emerged and no rest assured it'll be resolved.,Isso acabou de surgir e não tenha certeza se será resolvido.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Que piada,What a joke.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Mas ok,But okay.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Não tenho o que fazer mesmo,"Anyway, I have nothing to do.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,Obrigado por pelo menos me deixar informado,Thanks for at least letting me know.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,Thanks to you for your understanding and being patient all over the session really appreciate it.,"Obrigado pela sua compreensão e paciência durante toda a conversa, eu realmente agradeço.",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Please reach us back If you have any concerns.,Fique à vontade para entrar em contato conosco se tiver alguma preocupação.,6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
en,pt-br,Till then stay safe out there!,"Até lá, fique seguro!",6339e761311fccdb4d09f614,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,"Obrigado por entrar em contato com a Ajuda PRS-ORG, o meu nome é NAME-M.",Thank you for reaching out to PRS-ORG Help. My name is NAME-M.,637ee313d820c67c4f0b98e0,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,"Para começar, pode-me indicar o seu nome por favor?","Firstly, may I ask for your name, please?",637ee313d820c67c4f0b98e0,0015800001EMz0vAAD,customer,pt-br-en
pt-br,en,NAME-M,NAME-M,637ee313d820c67c4f0b98e0,0015800001EMz0vAAD,customer,pt-br-en
en,pt-br,"Hey NAME-M, nice to meet you, how may I assist you?","Olá, NAME-M é um prazer conhecê-lo. Como posso ajudá-lo",637ee313d820c67c4f0b98e0,0015800001EMz0vAAD,agent,en-pt-br
pt-br,en,Não estou conseguindo iniciar uma partida.,I can't start a match.,637ee313d820c67c4f0b98e0,0015800001EMz0vAAD,customer,pt-br-en
