source_language,target_language,source,reference,doc_id,client_id,sender,lp
de,en,"Außerdem würde mich interessieren, wo das Sofa produziert wird, dass ein Versand in euer lager 2 Monate dauert?","Besides, I would be interested in where the sofa is produced, which causes that a shipment to your warehouse takes 2 months?",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
en,de,Good Morning #NAME#,Guten Morgen #NAME#,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist #NAME#",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
de,en,#NAME#,#NAME#,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
de,en,"#ADDRESS#, ","#ADDRESS#,",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
de,en,Bestellnummer #NUMBER#,Order number: #NUMBER#,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
en,de,Thank you - one moment please,Danke. Einen Moment bitte.,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
de,en,#EMAIL#,#EMAIL#,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
en,de,"So the #PRS_ORG# 3-Sitzer Sofa, Samt in Grasgrün Regrettably your order has been delayed whilst shipping to us from the manufacturer which is why your dispatch date has changed.","Bei dem 3-Sitzer-Sofa #PRS_ORG#, Samt in Grasgrün, hat sich leider Ihre Bestellung während des Versands von dem Hersteller an uns verzögert, weshalb sich Ihr Versanddatum geändert hat.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,The expected dispatch is now showing as 16-Apr-2021,Das voraussichtliche Versanddatum wird jetzt mit 16. April 2021 angezeigt,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,There’s currently a lot of pressure on global shipping around the world.,Der globale Versand steht derzeit weltweit unter großem Druck.,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"As a result, our products are taking longer to arrive into ports.","Infolgedessen dauert es länger, bis unsere Produkte ankommen.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"This does unfortunately mean that your dispatch date may change again, or your order could be delayed further.","Dies bedeutet leider, dass sich Ihr Versanddatum erneut ändern kann oder Ihre Bestellung weiter verzögert werden könnte.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"I understand that this will be disappointing, but please rest assured that we are doing all we can to get your order to you as quickly as possible.","Ich verstehe, dass dies enttäuschend sein wird, aber seien Sie versichert, dass wir alles tun, um Ihre Bestellung so schnell wie möglich an Sie zu senden.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"If you are happy to continue with the order, we ask that you get back in touch once it has been delivered so we can review the full delay and your customer journey as a whole.","Wenn Sie mit der Bestellung fortfahren möchten, bitten wir Sie, sich nach der Lieferung wieder bei uns zu melden, damit wir die gesamte Verzögerung und Ihre Kundenreise überprüfen können.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,If the delay remains at over 14 days we will happily offer a good will gesture to apologise for the delay.,"Wenn die Verspätung mehr als 14 Tage beträgt, werden wir uns gerne mit einer Geste des guten Willens für die Verzögerung entschuldigen.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,"Of course, if you would prefer to not wait any longer, you can cancel your order for a full refund at any time before delivery","Wenn Sie nicht länger warten möchten, können Sie Ihre Bestellung natürlich jederzeit vor der Auslieferung stornieren und erhalten den vollen Betrag zurück.",en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
en,de,The item is manufactured in Vietnam,Der Artikel wird in Vietnam hergestellt,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
de,en,Danke für die Auskunft,Thanks for the information.,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,customer,de-en
en,de,You are welcome,Gern geschehen,en_de_#CLIENT-01#_default021-01-31-3,#CLIENT-01#,agent,en-de
de,en,Ich habe im November ein Bett und ein Nachttisch bestellt.,I ordered a bed and a bedside table in November.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,Die Bezahlugn wurde von der Kreditkarte meiner Frau abgebucht.,The payment was debited from my wife's credit card.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,Wann erhalten wir die Ware?,When do we receive the goods?,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,#ADDRESS#,#ADDRESS#,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,#NAME#,#NAME#,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,#ADDRESS#,#ADDRESS#,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,#EMAIL#,#EMAIL#,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,Bestellnummer habe ich leider keine da ich das Mail nicht mehr finde.,"Unfortunately, I have no order number since I can no longer find the email.",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,Good Morning,Guten Morgen!,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"Thanks for contacting #PRS_ORG#, you are through to #NAME#","Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Mein Name ist #NAME#",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,Daten habe ich bereits geschickt.,I have already sent the data.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,siehe oben,See above.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,Thank you - one moment please - I will try to locate the details,"Vielen Dank - bitte einen Moment - ich werde versuchen, die Details zu finden",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,ok,Ok.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,"So the #PRS_ORG# Nachttisch, Farngrün und Schwarz is dispatching to us 23-Feb-2021","Der Nachttisch #PRS_ORG#, Farngrün und Schwarz wird an uns mit 23. Februar 2021 versandt",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"And the #PRS_ORG# Polsterbett (180 x #NUMBER# cm), Wintergrau is dispatching to us 08-Mar-2021","Und das Polsterbett #PRS_ORG# (180 x #NUMBER# cm), Wintergrau wird an uns am 8. März 2021 versandt",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,können Sie mir bitte ein Bestätigungsmail senden.,Please send me a confirmation email.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,Regrettably your order has been delayed whilst shipping to us from the manufacturer which is why your dispatch date has changed.,"Leider hat sich Ihre Bestellung während des Versand vom Hersteller an uns verzögert, weshalb sich Ihr Versanddatum geändert hat.",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,There’s currently a lot of pressure on global shipping around the world.,Der globale Versand steht derzeit weltweit unter großem Druck.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"As a result, our products are taking longer to arrive into ports.","Infolgedessen dauert es länger, bis unsere Produkte ankommen.",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"This does unfortunately mean that your dispatch date may change again, or your order could be delayed further.","Dies bedeutet leider, dass sich Ihr Versanddatum erneut ändern kann oder Ihre Bestellung weiter verzögert werden könnte.",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
en,de,"I understand that this will be disappointing, but please rest assured that we are doing all we can to get your order to you as quickly as possible.","Ich verstehe, dass dies enttäuschend sein wird, aber seien Sie versichert, dass wir alles tun, um Ihre Bestellung so schnell wie möglich an Sie zu senden.",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,alles klar.,Understood.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,Bitte nur um Bestätigung per E-Mail damit ich mir das einteilen kann.,Just ask for confirmation by email.,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
de,en,Wird das Bett bis zur Wohnung gelifert?,Is the bed delivered to the apartment?,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,Yes one moment,"Ja, einen Moment",en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,danke,Thank you!,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,customer,de-en
en,de,You re very welcome,Gern geschehen,en_de_#CLIENT-01#_default021-01-31-28,#CLIENT-01#,agent,en-de
de,en,Gutschrift noch nicht erhalten,Credit not yet received,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Hi #NAME#,Hallo #NAME#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,#EMAIL#,#EMAIL#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,Lieferadresse: #ADDRESS#,Delivery address: #ADDRESS#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,#ADDRESS#,#ADDRESS#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Rhank you,Vielen Dank,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Do you have your order number there please?,Darf ich bitte Ihre Bestellnummer wissen?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,Leute wie ist soll ich das hier noch angeben??!!,"Guys, how many times do I have to specify this here??!!",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,#NUMBER#,#NUMBER#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Perfect thank you,"Perfekt, danke",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,I won't be a moment,Einen Moment bitte,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,ich habe soglangsam keine lust mehr mich hier andauernd zu melden!,I'm also tired of always contacting you here!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,entweder ich bekomme die tage meine 50€ zurück überwiesen oder ich schicke Ihnen den Schrott wieder zurück und will mein komplettes geld zurück,"Either I get the 50,00 € back to my account or I send you the scrap back and receive the full amount back.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,der service hier ist echt ungenügend!,The service here is really insufficient!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,So are you waiting for a refund?,Warten Sie auf eine Rückerstattung?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Have you returned an item to us?,Haben Sie einen Artikel an uns zurückgesandt?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,hey Sie sehen doch in den Kundenverlauf?!,"Hey, you can see this in the customer history?!",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,schauen Sie da rein oder geben Sie mir einen Mitarbeiter der das machen kann!,Take a look or give me an employee who can do that!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,I can check but I will be one moment,"Ich kann es überprüfen, aber es wird einen Moment dauern",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Are you ok to hold on please?,Können Sie bitte warten?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,dann los!,Then let's go!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Ok I won't be a minute,Einen Moment bitte,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,nicht mehr normal hier!,This is unacceptable!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,7 Feb #NUMBER# 08:11:59|Complete,7. Februar #NUMBER# 08:11:59 | Abgeschlossen,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Customer Not Notified,Kunde nicht benachrichtigt,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,"Refund reason: Product compensation: #PRS_ORG# TICKET: #NUMBER# PRODUCT NAME: #PRS_ORG#, Eiche und Weiß SKU: #ALPHANUMERIC_ID# Amount to be refunded: £ Refund as % of Product (Only for Compensation): 50 EUR Reason: faulty","Grund der Rückerstattung: Entschädigung für das Produkt: #PRS_ORG# Ticket: #NUMBER#Produktname: #PRS_ORG#, Eiche und Weiß Artikelnummer: #ALPHANUMERIC_ID# Rückerstattungbetrag: £ als % des Produkts (nur für eine Entschädigung): 50 EUR Rückerstattung: Defekt",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,The refund has taken place on 7th February,Die Rückerstattung ist am 7. Februar erfolgt,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,"die Rückerstattung ging an ein Konto, welches nicht mehr existiert",The refund went to an account that no longer exists.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,dann hat ein Kollege von ihnen mich nach meiner neuen Kontonummer gefragt,Then a colleague of you asked me about my new account number.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Ok so have you contacted your bank?,"Ok, haben Sie Ihre Bank kontaktiert?",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,"ich habe alles per e-mail weiter geleitet, sprich die neue Kontonummer weiter gegeben","I have forwarded everything by e-mail, including the new account number.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,Ok one moment,"OK, einen Moment.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,sorry,Entschuldigung,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,"ich habe eine neue Kontonummer, dass geld wir nie ankommen",I have a new account number. I will never get the money back.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,ok I can see that this is still being worked on by a colleague,"Ok, ich kann sehen, dass dies noch von einem Kollegen bearbeitet wird",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,deshalb hat ihr Kollege mich kontaktiert um meine neue Kontonummer zu erfragen,That's why your colleague contacted me to ask for my new account number.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,You have not been forgotten,Sie wurden nicht vergessen,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,okay wie lange geht das dann noch?,"Okay, how long will this take?",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,ist schon wieder eine zeit vergangen,It's been a while again.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,so we release these manual bank transfers once a week,Wir geben diese manuelle Überweisungen einmal pro Woche aus,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,I will advise him that you are chasing this,"Ich werde ihm mitteilen, dass Sie dies nachverfolgen",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,and ask him to update you.,"und Sie ihn bitten, Sie auf dem Laufenden zu halten.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Ticket #NUMBER#,Ticket #NUMBER#,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,This is your reference number,Dies ist Ihre Referenznummer,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,okay nun sind 8 tage vergangen,"Okay, now 8 days have passed.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,was meinen sie wann er es veranlasst?,What do you mean when he initiated it?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,haben sie da keine Einsicht bzw können das intern weiter geben?,Don't you have any insight or can you pass it on internally?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,My colleague will contact you and update you,Mein Kollege wird Sie mit neuen Informationen kontaktieren,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,this is being worked on at the moment,Dies wird derzeit bearbeitet,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,wann?,When?,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,asap,Schnellstmöglich,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,It can take 7 days to process you see,"Es kann 7 Tage dauern, bis Sie es sehen werden",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,ich möchte sofort eine Rückmeldung,I would like to receive an immediate feedback.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,sonst kommen sie ihren Schrott zurückgesendet!,Otherwise I will return your scrap!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,ok I will raise with a Senior member that you are chasing,"Ok, ich werde mich mit einem leitenden Mitglied in Verbindung setzen, dass Sie der Sache nachgehen",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,^^bekommen,"Yes, please!",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,ja bitte!,"Ok, I will do this today.",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,I wait here until I get an email from you.,I will wait here until I get an e-mail from you.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,en-de
de,en,ich warte hier bis ich eine Email von Ihnen dazu bekomme.,I will wait here until I get an e-mail from you.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,ich werde nicht nochmal hier in den chat kommen,I won't come back to the chat again.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,ich warte jetzt hier mir ihnen bis ich eine email bekomme,I will wait here until I get an e-mail from you.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,it is in hand,Es wird bearbeitet,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,but annoyingly because the bank details have changed it does take some time sadly,"es ist ärgerlich, aber da sich die Bankdaten geändert haben, dauert es leider einige Zeit",en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,annoying that communication here with your customer service does not work,Annoying that communication here with your customer service does not work.,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,en-de
de,en,ärgerlich das die Kommunikation hier mit eurem Kundenservice nicht funktioniert,That's annoying!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
de,en,das ist ärgerlich!,I am very disappointed!,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,customer,de-en
en,de,It is frustrating,Es ist frustrierend,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
en,de,Have a good day and me collegaue will be in touch,Haben Sie einen schönen Tag und meine Kollgen werden sich mit Ihnen in Verbindung setzen,en_de_#CLIENT-01#_default021-02-21-0,#CLIENT-01#,agent,en-de
de,en,Bei mir lassen sich aus der öffentlichen Bücherhalle ausgeliehene Bücher auf dem #PRS_ORG# #PRS_ORG#nicht öffnen.,I can't open books borrowed from the public library on the #PRS_ORG# #PRS_ORG#.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,"Es kommt die Meldung, ich solle den #PRS_ORG# autorisieren.",A message said that I should authorize the #PRS_ORG#.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,Er ist jedoch auutorisiert.,"However, it is authorized.",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,Auf dem Laptop kann ich bei #PRS_ORG# lesen.,On the laptop I can read at #PRS_ORG#.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,Auf dem #PRS_ORG# nicht.,On the #PRS_ORG# not.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,"Ich habe den Vorgang Autorisierung und neu auf den #PRS_ORG# laden einige Male Wiederholt, jedoch ohne Erfolg...","I have repeated the process authorization and reload it on the #PRS_ORG# several times, but without success...",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,Die Registrierung ist #ALPHANUMERIC_ID#,Registration number is #ALPHANUMERIC_ID#.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,Hi #NAME#.,"Guten Tag #NAME#,",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Thank you for the information,vielen Dank für die Information.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Allow me a moment to take a look at your account,"Erlauben Sie mir einen Moment, um einen Blick auf Ihr Konto zu werfen. ",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,ok,Ok.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,Can you help me check the following on your #PRS_ORG#,"Können Sie mir helfen, Folgendes auf Ihrem #PRS_ORG# zu überprüfen?",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,1,1,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Go to your Home screen.,Gehen Sie zu Ihrem Startbildschirm.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,2,2,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Tap the More icon at the bottom of the screen.,Tippen Sie auf das Mehr-Symbol am unteren Rand des Bildschirms.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,3,3,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Tap Settings.,Tippen Sie auf Einstellungen.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,4,4,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Tap Accounts.,Tippen Sie auf Konten.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,In there check for the #PRS_ORG# authorization please,Überprüfen Sie da bitte die #PRS_ORG#-Autorisierung. ,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,moment,"Just a moment, please.",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
de,en,die #PRS_ORG# Autorisierung müsste ok sein: #ALPHANUMERIC_ID#,#PRS_ORG# authorization should be ok: #ALPHANUMERIC_ID#.,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,And the problem is with all books?,Und das Problem tritt bei allen Büchern auf?,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,Or only a few,Oder nur bei ein paar?,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,"ich glaube, nur ein paar, es kann sein, dass es neuere bei der Bücherhalle eingestellt Bücher sind","I think only a few, it may be that they are newer books from the library.",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,"Would it be possible that you ask your library to  ""Reset the license"" for the books with problems?","Könnten Sie Ihre Bibliothek bitten, die Lizenz für die Bücher mit Problemen zurückzusetzen?",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,meine sie ich soll mich mal an die Bücherhalle wenden?,Do you mean I should turn to the library?,en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,Just to check if they can reset your license for the books with problems.,"Nur um zu überprüfen, ob sie Ihre Lizenz für die Bücher mit Problemen zurücksetzen können.",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
en,de,To check if that helps with the problem,"Um zu überprüfen, ob das bei dem Problem hilft. ",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,"ok, werde ich machen ansonstren melde ich mich wieder ...danke erstmal","Ok, I'm going to do it and get back to you otherwise... thank you.",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,customer,de-en
en,de,"Yes, please, if the issue persist let us know","Ja, bitte lassen Sie uns wissen, wenn das Problem weiterhin besteht. ",en_de_#CLIENT-02#_default020-12-27-2,#CLIENT-02#,agent,en-de
de,en,"Sehr geehrte Damen und Herren,","Dear Sir or Madam,",en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,"Ich habe am 07.01.2021 das EBook ""#PRS_ORG#"" von #NAME#  gekauft.","I bought the e-book ""#PRS_ORG#"" by #NAME# on 07/01/2021.",en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,Leider habe ich ein Vorab-Exemplar bekommen und kann das Buch nicht lesen.,"Unfortunately, I received an advance copy and cannot read the book.",en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,Wie bekomme ich die richtige Datei oder meinGeld zurück.,How can I get the correct file or my money back?,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,Mit freundlichen Grüßen,"Best regards,",en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,#NAME#,#NAME#,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,#EMAIL#,#EMAIL#,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
de,en,07.01.#NUMBER#,07.01.#NUMBER#,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,customer,de-en
en,de,Thank you for the information.,Danke für die Information.,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,agent,en-de
en,de,I will be more than happy to assist you.,Ich helfe Ihnen sehr gerne weiter.,en_de_#CLIENT-02#_default021-01-10-1,#CLIENT-02#,agent,en-de
