doc_id,content_type,source_language,target_language,client,brand,tone,source_segment,mt_segment,pe_segment,translation_direction
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,yes,Oui.,oui,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"if you're using #PRS_ORG#, log in with that email to your account","Si vous utilisez #PRS_ORG#, connectez-vous avec cet e-mail à votre compte.","si vous utilisez #PRS_ORG#, connectez-vous avec cet e-mail à votre compte.",agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,you can use #PRS_ORG# App as well to sync your device or download ebooks (purchases) from your library,Vous pouvez également utiliser Appli #PRS_ORG# Desktop pour synchroniser votre appareil ou télécharger eBooks (achats) à partir de votre bibliothèque.,vous pouvez également utiliser App #PRS_ORG# pour synchroniser votre appareil ou télécharger des eBooks (achats) à partir de votre bibliothèque.,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Que veut dire le message ""Téléchargement impossible.","What does the message ""Download impossible.","What is the meaning of the message ""Cannot Download.",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Erreur lors de l'obtention de la licence.,Error obtaining license.,Error obtaining license.,customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"E_LIC_ALREADY_FUFILLES_BY_ANOTHER_USER""","E _ LIC _ ALREADY _ FUFILLES _ BY _ ANOTHER _ USER ""","E_LIC_ALREADY_FUFILLES_BY_ANOTHER_USER""?",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"I'm afraid these books have been downloaded before and to protect misuse, licenses have expired","Je crains que ces livres aient été téléchargés auparavant et pour protéger la mauvaise utilisation, les licences ont expiré","Je crains que ces livres aient été téléchargés auparavant et pour protéger la mauvaise utilisation, les licences ont expiré",agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,please hold a second,Veuillez patienter une seconde,veuillez patienter une seconde,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,let me see if there;s something we can do,Laissez-moi voir s'il y a quelque chose que nous pouvons faire,laissez-moi voir s'il y a quelque chose que nous pouvons faire,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"please check the authorized credentials in #PRS_ORG# and in the eReader, they have to match","Veuillez vérifier les informations d'identification autorisées dans #PRS_ORG# et dans les liseuse, ils doivent correspondre","veuillez vérifier les informations d'identification autorisées dans #PRS_ORG# et dans la liseuse, ils doivent correspondre",agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,pourtant elles sont les mêmes,Yet they are the same,"however, they are the same",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,delete the ebook from the computer and the eReader,Supprimez le eBook de l'ordinateur et du liseuse,supprimez l'eBook de l'ordinateur et de la liseuse,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Comme elle ne pouvait pas le copier, ma fille est en train  de lire le livre sur son #PRS_ORG# book.","As she couldn't copy it, my daughter is reading the book on her #PRS_ORG# book.","Since she couldn't copy it, my daughter is reading the book on her #PRS_ORG# book.",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,C'est pour ca qu'on ne peut plus le copier ?,That's why we can't copy it anymore?,Is that the reason we can't copy it anymore?,customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,the problem is the license,Le problème est la licence,Le problème est la licence,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,license de #PRS_ORG# ?,License from #PRS_ORG#?,license from #PRS_ORG#?,customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,We don't even have that book on out catalog,Nous n'avons même pas ce livre sur le catalogue,Nous n'avons même pas ce livre sur le catalogue,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,the licence of #PRS_ORG#,La licence de #PRS_ORG#,la licence de #PRS_ORG#,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I can't reset it because is not in your profie,Je ne peux pas le réinitialiser car ce n'est pas dans votre profie,Je ne peux pas le réinitialiser car ce n'est pas dans votre profie,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Non, c'est un livre emprunté à la bibliothèque de Québec et qui nous arrive sous lien #PRS_ORG#","No, it is a book borrowed from the library of Quebec and which arrives at us under link #PRS_ORG#","No, it is a book borrowed from the Quebec library, which we got from the link #PRS_ORG#",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,ok,Ok,ok,customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,you need to contact your library and ask them to reset your licences,Vous devez contacter votre bibliothèque et leur demander de réinitialiser vos licences,Vous devez contacter votre bibliothèque et leur demander de réinitialiser vos licences,agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"d'accord, nous allons le faire.","Okay, we'll do that.","okay, we'll do that.",customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Merci.,Thank you.,Thank you.,customer
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.",agent
en_fr_#CLIENT-02#_default020-12-20-50,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent day.,J'espère que vous passez une excellente journée !,J'espère que vous passez une excellente journée !,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Bonjour  j ai commender un livre depuis octobre  les misérable  je ne l est jamais  reçu  merci,Hello I have committed a book since October the miserable I am never received thanks,"Hello, I ordered a book in October, Les Misérables, but I never received it, thank you for your help",customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#EMAIL#,#EMAIL#,#EMAIL#,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Reçu  l adresse,Received address,Received the address,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"For security purposes, can you please confirm either the date of your most recent purchase or the title of one of the ebooks/audiobooks in your account?","Pour des raisons de sécurité, pouvez-vous confirmer la date de votre achat le plus récent ou le titre de l'un des eBooks/livres audio sur votre compte ?","Pour des raisons de sécurité, pouvez-vous confirmer la date de votre achat le plus récent ou le titre de l'un des eBooks / livres audio sur votre compte ?",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"I'm sorry, may I have your receipt number please?","Je suis désolé, puis-je avoir votre numéro de reçu s'il vous plaît ?","Nous sommes désolés, puis-je avoir votre numéro de reçu s'il vous plaît ?",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Vers le #NUMBER# les misérables,Around #NUMBER# the miserable,"Around #NUMBER#, Les Misérables",customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for the information.,Merci pour l'information.,Merci pour les informations.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be more than happy to assist you.,Je serai ravi de vous aider.,Nous nous ferons un plaisir de vous aider.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Please allow me a moment to verify the account.,Veuillez m'accorder un moment pour vérifier le compte.,Veuillez m'accorder un moment pour vérifier le compte.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,thanks for waiting,Merci pour votre patience,merci pour votre patience,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I have located your account,J'ai localisé votre compte,J'ai localisé votre compte,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I'm sorry for the confusion,Je suis désolé pour la confusion.,Nous sommes désolés pour la confusion,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,The book you purchased from #PRS_ORG# is a digital version called an eBook.,Le livre que vous avez acheté chez #PRS_ORG# est une version numérique appelée eBook.,Le livre que vous avez acheté chez #PRS_ORG# est une version numérique appelée eBook.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"#PRS_ORG# is a global retailer in eBooks, but does not sell print books.","#PRS_ORG# est un détaillant mondial de eBooks, mais ne vend pas de livres imprimés.","#PRS_ORG# est un détaillant mondial des eBooks, mais ne vend pas de livres imprimés.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"You can read a #PRS_ORG# eBook on many different devices including your computer, smart phone and eReader.","Vous pouvez lire un #PRS_ORG# eBook sur de nombreux appareils, y compris votre ordinateur, votre téléphone intelligent et liseuse.","Vous pouvez lire un #PRS_ORG# eBook sur de nombreux appareils, y compris votre ordinateur, votre smart phone et liseuse.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"If you do not wish to read the book digitally and prefer a refund, please let us know.","Si vous ne souhaitez pas lire le livre numériquement et préférez un remboursement, veuillez nous en informer.","Si vous ne souhaitez pas lire le livre numériquement et préférez un remboursement, veuillez nous en informer.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Je préfère  être remboursé,I prefer to be reimbursed,I prefer a refund,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"No problem, please one moment","Pas de problème, s'il vous plaît un instant","Pas de problème, s'il vous plaît un instant",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,The refund was successfully processed.,Le remboursement a été traité avec succès.,Le remboursement a été traité avec succès.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"The amount of  6,99 € EUR will be deposited back in your account within 3-5 business days.","Le montant de 6,99 € EUR sera déposé sur votre compte dans les 3-5 jours ouvrables.","Le montant de 6,99 € EUR sera déposé sur votre compte dans les 3-5 jours ouvrables.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be sending you a confirmation email with all details of the refund  for further reference.,Je vous enverrai un e-mail de confirmation avec tous les détails du remboursement pour référence ultérieure.,Je vous enverrai un e-mail de confirmation avec tous les informations du remboursement pour référence ultérieure.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,YOur reference number is #NUMBER#,Votre numéro de référence est #NUMBER#,Votre numéro de référence est #NUMBER#,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"For your information, I will be sending you a transcript of our conversation.","Pour vos informations, je vous enverrai une transcription de notre conversation.","Pour vos informations, je vous enverrai une transcription de notre conversation.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Should you have any further questions or concerns, you can always reply back to that email and we will be able to assist you further.","Si vous avez d'autres questions ou préoccupations, vous pouvez toujours répondre à cet e-mail et nous serons en mesure de vous aider davantage.","Si vous avez d'autres questions ou préoccupations, vous pouvez toujours répondre à cet e-mail et nous serons en mesure de vous aider davantage.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Is there anything else I can help you with?,Y a-t-il autre chose que je puisse faire pour vous aider ?,Y a-t-il autre chose que je puisse faire pour vous aider ?,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Non que ça  merci,Not that thank you,"No, that's all, thank you",customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent day.,J'espère que vous passez une excellente journée !,J'espère que vous passez une excellente journée.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I'm sorry for that,Je suis désolé pour ça.,Nous sommes désolés pour ça,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,You will receive a short survey via email at the end of this chat.,Vous recevrez un court sondage par e-mail à la fin de cette discussion.,Vous recevrez un court sondage par e-mail à la fin de cette discussion.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,It should only take you a few minutes to complete and will help evaluate my customer service skills.,Cela ne devrait vous prendre que quelques minutes et aidera à évaluer mes capacités de service client.,Cela ne devrait vous prendre que quelques minutes et aidera à évaluer mes capacités de service client.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you in advance.,Merci d'avance.,Merci d'avance.,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Merci,Thank you,Thank you,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Bonne  anniversaire,Happy Birthday,Happy birthday,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"thank you, have a good new year, goodbye","Merci, bonne nouvelle année, au revoir","Merci, bonne nouvelle année, au revoir",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,A toi aussi,To you too,You too,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Vous êtes une femme,You are a woman,Are you a woman,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Coucou,Cuckoo,Cuckoo,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"thanks for contacting us, is there anything else I can help you with?","Merci de nous avoir contacté, y a-t-il autre chose que je puisse faire pour vous aider ?","Merci de nous avoir contacté, y a-t-il autre chose que je puisse faire pour vous aider ?",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Vous voulez  mon numéro de téléphone portable,You want my mobile phone number,Do you want my mobile phone number?,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent day.,J'espère que vous passez une excellente journée !,J'espère que vous passez une excellente journée !,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Es ce que vous  voulez,Are what you want,Do you want,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#ALPHANUMERIC_ID#,#ALPHANUMERIC_ID#,#ALPHANUMERIC_ID#,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,is there any other doubt or request related to the #PRS_ORG# services that you may have today?,Y a-t-il un autre doute ou demande lié aux services #PRS_ORG# que vous pourriez avoir aujourd'hui ?,Y a-t-il un autre doute ou demande lié aux services #PRS_ORG# que vous pourriez avoir aujourd'hui ?,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Je pense pas,I don't think,I don't think so,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.","Merci d'avoir contacté #PRS_ORG#, j'ai eu le plaisir de vous aider aujourd'hui.",agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I hope you have an excellent day.,J'espère que vous passez une excellente journée !,J'espère que vous passez une excellente journée !,agent
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Ok,Ok.,Okay,customer
en_fr_#CLIENT-02#_default020-12-27-25,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Bisous,Kisses,Kisses,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,comment rejoindre le serviice a la clientele,How to reach the service to the clientele,how to reach the customer service,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,#EMAIL#,#EMAIL#,#EMAIL#,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,aucune idee ca faiitt trop longtemps je m'en souviens plus,No idea it did too long I remember it more,"no idea, it has been a long time, I don't remember it anymore",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,les essentiels,The essentials,the essentials,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Thank you for the information.,Merci pour l'information.,Merci pour les informations.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,I will be more than happy to assist you.,Je serai ravi de vous aider.,Je serai ravi de vous aider.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,je ne suis pas cappablle de reinitaliser ma #PRS_ORG#,I'm not cappablle to reinitalize my #PRS_ORG#,I can't restart my #PRS_ORG#,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,sur la liseuse tout ce que je vois c'est 3 cercle qui deviennent noir a tour de role,On the reader all I see is 3 circle that turn black in turn,All I can see on the reader is 3 circles that keep turning black in turns,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Have you tried to charge your ereader for an hour?,Avez-vous essayé de charger votre liseuse pendant une heure ?,Avez-vous essayé de charger votre liseuse pendant une heure ?,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,oui sa fait plus de 4 heures qu'elle est #NAME#,Yes her done more than 4 hours than she is #NAME#,"yes, it has been #NAME# for more than 4 hours",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Thank you for the confirmation,",Merci pour la confirmation.,Merci pour la confirmation.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Let's try a manual factory reset on your ereader,Essayons un manuel réinitialisation des paramètres d'usine sur votre liseuse,Essayons d'effectuer une réinitialisation d'usine manuellement sur votre liseuse.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"If possible, turn off your eReader.","Si possible, éteignez votre liseuse.","Si possible, éteignez votre liseuse.",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"Note: If your eReader doesn't turn off, try holding the power button to the right until you see Powered off on your screen.","Remarque : si votre liseuse ne s'éteint pas, essayez de maintenir le bouton d'alimentation enfoncé à droite jusqu'à ce que vous voyiez Éteint sur votre écran.","Note : Si votre liseuse ne s'éteint pas, essayez de maintenir le bouton d'alimentation enfoncé à droite jusqu'à ce que votre écran indique qu'elle est éteinte.",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Press and hold the light button.,Appuyez sur le bouton d'éclairage et maintenez-le enfoncé.,Appuyez sur le bouton d'éclairage et maintenez-le enfoncé.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"While holding the light button, slide the power button to the right several times to turn on your eReader.","Tout en maintenant le bouton d'éclairage, faites glisser le bouton d'alimentation plusieurs fois vers la droite pour allumer votre liseuse.","Tout en maintenant le bouton d'éclairage, faites glisser le bouton d'alimentation plusieurs fois vers la droite pour allumer votre liseuse.",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Continue holding the light button and wait until the power light blinks rapidly.,Continuez à maintenir le bouton d'éclairage et attendez que le voyant d'alimentation clignote rapidement.,Continuez à maintenir le bouton d'éclairage et attendez que le voyant d'alimentation clignote rapidement.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Let go of the light button.,Lâchez le bouton de lumière.,Relâchez le bouton d'éclairage.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,You'll see a Restoring message on the screen,Un message de restauration s’affiche à l’écran.,Vous verrez un message de restauration à l’écran.,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,je l ai eteint,I have stopped,I turned it off,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,ok rellume mais toujours les meme cercle,Ok restores but always the same circle,"okay, it reopened, but I'm still getting the same circle",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"So to confirm, the screen doesn't  advance from that point?","Donc, pour confirmer, l'écran ne avance pas à partir de ce point ?","Pour confirmer, l'écran ne change pas après cela ?",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,c'Est ca es que ca peu etre un probleme de batterie,It is that it may be a battery problem,"yes, could it be a battery problem?",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,Does something happened on the ereader?,Est-il arrivé quelque chose sur la liseuse ?,Est-il arrivé quelque chose sur la liseuse ?,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,non rien,No nothing,"no, nothing",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,plus de 1 an sans l'utilise raison maladie,More than 1 year without using reason disease,"more than 1 year without using it, due to health reasons",customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"i see i understand, have you tried to connect it to the computer with the #PRS_ORG# desktop app open?","Je vois que je comprends, avez-vous essayé de le connecter à l'ordinateur avec l' Appli #PRS_ORG# Desktop ouverte ?",Je comprends. Avez-vous essayé de la connecter à l'ordinateur avec l'application de bureau #PRS_ORG# ouverte ?,agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,oui,Yes.,Yes.,customer
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"I see, i'm sorry.","Je vois, je suis désolé.","Je vois, je suis désolé.",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,en,fr,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,"from this point there's nothing we can do about the ereader, we already try these steps","À partir de ce stade, nous ne pouvons rien faire sur la liseuse, nous essayons déjà ces étapes","Dans ce cas, nous ne pouvons rien faire pour la liseuse. Nous avons déjà essayé ces étapes",agent
en_fr_#CLIENT-02#_default020-12-27-28,chat,fr,en,#CLIENT-02#,default-brand-of-#CLIENT-02#,formal,je fais quoi alors,I do what then,so what should I do?,customer
